Year,State,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Insolvent?,R2_NextYear,R1_normal,R2_normal,R3_normal,R4_normal,R5_normal,R6_normal,R7_normal,R8_normal,R9_normal,R10_normal,R11_normal,R12_normal,R13_normal
2010,MI,105,75,-35,5,84,4.1,13,13,70,7,0,-6,-2,Solvent,24,1,1,0,1,1,1,1,1,1,1,1,1,1
2011,MI,34,24,-76,3,83,1.8,-26,-26,68,8,-5,-6,3,Solvent,41,1,1,0,1,1,0,0,0,1,1,1,1,1
2012,MI,53,41,62,2,87,3,-4,-4,61,8,-3,-7,-1,Solvent,41,1,1,0,1,1,0,1,1,1,1,1,1,1
2013,MI,61,41,-13,2,93,2.2,-12,-12,63,6,-1,-3,-2,Solvent,42,1,1,1,1,1,0,0,0,1,1,1,1,1
2014,MI,61,42,-4,2,98,2.9,-7,-7,62,5,-1,-2,1,Solvent,45,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,MI,62,45,3,3,98,2.9,-3,-3,61,5,-2,-3,3,Solvent,56,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,WI,27,23,12,0,70,2.7,7,7,39,0,-10,-16,-9,Solvent,22,1,1,1,1,1,0,1,1,1,1,1,1,1
2007,WI,25,22,4,0,58,2.7,12,12,35,0,-7,-13,-3,Solvent,22,1,1,1,1,1,0,1,1,1,1,1,1,1
2010,WI,26,20,-4,0,69,3.2,11,11,31,0,-5,-10,-5,Solvent,17,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,WI,25,17,-11,0,83,2.8,4,4,33,0,-5,-6,-8,Solvent,21,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,WI,25,21,32,0,80,2.3,5,5,29,0,-7,-10,-4,Solvent,16,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,WI,23,16,-21,0,89,2,4,4,31,0,-2,-8,-6,Solvent,16,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,WI,23,16,3,0,122,1.2,2,2,31,0,-1,-2,-8,Solvent,17,1,1,1,1,0,0,1,1,1,1,1,1,1
2015,WI,23,17,6,0,117,1.2,2,2,29,0,-2,-1,-2,Solvent,17,1,1,1,1,0,0,1,1,1,1,1,1,1
2007,DE,17,9,999,0,0,4.5,10,7,82,3,-1,-84,0,Solvent,7,1,1,0,1,1,1,1,1,1,1,1,1,1
2008,DE,14,7,-5,0,0,5.7,14,14,75,2,-1,-2,0,Solvent,7,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,DE,14,7,-12,0,0,4.6,-10,-10,97,2,-2,-2,0,Solvent,7,1,1,1,1,1,1,0,0,1,1,1,1,1
2010,DE,13,7,5,0,0,10.6,11,11,76,2,-2,-2,0,Solvent,7,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,DE,13,7,-7,0,0,6.1,-6,-6,80,1,-3,-4,0,Solvent,6,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,DE,12,6,-11,0,0,7.3,-2,-2,77,2,-3,-4,0,Solvent,5,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,DE,10,5,5,0,0,4.1,17,17,69,1,-2,-4,0,Solvent,5,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,DE,9,5,-4,0,0,4.7,8,8,75,1,-2,-4,0,Solvent,5,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,DE,10,5,9,0,0,4.2,1,1,73,1,-1,-4,0,Solvent,5,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,NJ,97,97,153,2,85,1.2,55,55,102,6,-9,-17,-35,Solvent,63,1,1,0,1,1,0,0,0,1,1,1,1,1
2007,NJ,65,63,1,0,84,1.7,54,54,94,5,-6,-14,-4,Solvent,56,1,1,1,1,1,0,0,0,1,1,1,1,1
2008,NJ,57,56,6,0,92,1.9,20,20,94,5,-1,-7,9,Insolvent,133,1,1,1,1,1,0,1,1,1,1,1,1,1
2009,NJ,144,133,134,2,98,1.1,-1,-20,103,3,44,32,81,Solvent,66,1,1,0,1,1,0,1,0,1,1,0,0,0
2010,NJ,79,66,-41,2,97,1.9,17,12,98,3,-2,42,9,Solvent,68,1,1,0,1,1,0,1,1,1,1,1,0,1
2011,NJ,86,68,-5,3,110,1.7,-7,-16,99,3,12,6,-9,Insolvent,204,1,1,1,1,0,0,1,0,1,1,1,1,1
2012,NJ,210,204,192,0,111,1.5,-3,-3,234,18,0,9,23,Insolvent,179,1,1,0,1,0,0,1,1,0,1,1,1,1
2013,NJ,180,179,-19,0,108,1.7,-7,-7,123,2,-1,3,4,Insolvent,158,1,1,1,1,0,0,1,1,0,1,1,1,1
2014,NJ,159,158,8,0,106,1.3,22,22,122,1,-11,-5,7,Insolvent,147,1,1,1,1,0,0,1,1,0,1,1,1,1
2015,NJ,148,147,1,0,102,1.5,9,9,118,1,-2,-14,3,Insolvent,157,1,1,1,1,0,0,1,1,0,1,1,1,1
2006,MD,169,166,17,0,84,3.4,22,22,58,7,-13,-14,-11,Insolvent,171,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,MD,173,171,9,0,85,4,6,6,58,8,-11,-15,-17,Insolvent,181,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,MD,184,181,6,0,88,4,0,0,62,8,-10,-13,-19,Insolvent,211,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,MD,214,211,13,0,93,3,-3,-3,65,7,-8,-12,-17,Insolvent,188,1,1,1,1,1,0,1,1,1,1,1,1,1
2010,MD,191,188,10,0,96,4.6,23,23,64,9,-6,-8,-18,Insolvent,160,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,MD,163,160,-12,0,91,4.6,4,4,64,8,-11,-9,-18,Insolvent,194,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,MD,197,194,12,0,89,4.1,-8,-8,67,8,-10,-14,-16,Insolvent,153,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,MD,156,153,3,0,86,3.5,31,31,61,6,-18,-17,-4,Insolvent,121,1,1,1,1,1,1,1,0,1,1,1,1,1
2014,MD,124,121,5,0,83,2.5,32,32,58,5,-6,-21,-4,Solvent,13,1,1,1,1,1,0,1,0,1,1,1,1,1
2015,MD,117,13,-88,0,81,1.6,11,11,48,5,-34,-26,-21,Solvent,59,1,1,0,1,1,0,1,1,1,1,1,1,1
2006,MD,128,127,10,0,85,3.3,19,19,55,4,-10,-11,-7,Insolvent,169,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,MD,170,169,10,0,83,3.4,-17,-17,63,5,-9,-13,-11,Insolvent,164,1,1,1,1,1,1,0,0,1,1,1,1,1
2008,MD,164,164,5,0,83,4,8,8,61,4,-10,-11,-13,Insolvent,212,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,MD,213,212,5,0,85,3.9,-19,-19,75,5,-7,-12,-19,Insolvent,154,1,1,1,1,1,1,0,0,1,1,1,1,1
2010,MD,154,154,7,0,86,4.8,48,48,62,4,-9,-8,-15,Insolvent,154,1,1,1,1,1,1,1,0,1,1,1,1,1
2011,MD,155,154,6,0,87,4.3,6,6,64,5,-8,-12,-14,Insolvent,173,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,MD,175,173,7,0,88,3.7,-5,-5,68,6,-7,-12,-15,Insolvent,139,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,MD,140,139,5,0,90,3.2,31,31,60,5,-10,-10,-6,Solvent,96,1,1,1,1,1,1,1,0,1,1,1,1,1
2014,MD,97,96,5,0,87,2.3,51,51,53,2,-6,-12,-4,Solvent,5,1,1,1,1,1,0,0,0,1,1,1,1,1
2015,MD,91,5,-94,0,79,1.8,11,11,43,2,-31,-28,-24,Solvent,46,1,1,0,1,1,0,1,1,1,1,1,1,1
2006,IN,225,177,-7,1,100,3.3,-9,-9,82,6,-4,-3,-21,Insolvent,185,1,1,1,1,0,1,1,1,1,1,1,1,1
2007,IN,237,185,2,1,107,3.6,-3,-3,81,10,10,0,3,Insolvent,148,1,1,1,1,0,1,1,1,1,1,1,1,1
2008,IN,191,148,-2,1,99,3.7,23,23,74,7,-11,7,8,Insolvent,285,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,WA,135,130,1,0,90,3.4,16,16,74,17,9,8,6,Insolvent,111,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,WA,115,111,-1,0,89,3.9,18,18,68,14,-4,7,-3,Solvent,99,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,WA,104,99,-3,0,90,3.8,8,8,66,13,-6,-10,-7,Insolvent,102,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,WA,106,102,2,0,91,3.5,-1,-1,62,13,-3,-9,0,Insolvent,102,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,WA,106,102,4,0,93,3.8,4,4,62,13,0,-3,3,Insolvent,104,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,WA,108,104,5,0,97,3.4,4,4,63,13,1,1,0,Insolvent,103,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,WA,107,103,4,0,96,3.3,4,4,62,14,-1,1,0,Insolvent,102,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,WA,106,102,4,0,96,3.4,5,5,62,14,0,-1,-1,Solvent,96,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,WA,100,96,6,0,95,3,12,12,58,13,-2,-2,-2,Solvent,100,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,WA,103,100,5,0,95,2.8,1,1,59,13,2,-1,0,Insolvent,105,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,GA,111,17,-3,0,48,3.4,8,8,11,4,-1,-1,-1,Solvent,15,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,GA,102,15,-3,0,50,3.6,5,5,8,4,0,-1,0,Solvent,13,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,GA,90,13,-10,0,69,3.7,4,3,8,4,0,-1,-1,Solvent,12,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,GA,79,12,-9,0,79,3.4,3,3,7,4,0,0,0,Solvent,13,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,GA,84,13,-2,0,81,3,-7,-7,8,4,-1,-1,0,Solvent,15,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,GA,98,15,4,0,91,3,-12,-12,9,5,0,-1,-1,Solvent,18,1,1,1,1,1,0,0,0,1,1,1,1,1
2012,GA,118,18,8,0,102,3.2,-10,-10,8,5,0,0,0,Solvent,21,1,1,1,1,0,1,0,0,1,1,1,1,1
2006,WA,95,87,-2,0,106,4.8,20,20,55,11,0,3,-11,Solvent,76,1,1,1,1,0,1,1,1,1,1,1,1,1
2007,WA,83,76,-5,0,91,4.7,9,9,48,10,-2,-1,-1,Solvent,65,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,WA,70,65,-6,0,81,4.7,11,11,42,8,-7,-9,1,Solvent,90,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,WA,98,90,-10,0,78,4.9,-35,7,50,10,-3,-10,0,Solvent,70,1,1,1,1,1,1,0,1,1,1,1,1,1
2010,WA,75,70,-15,0,83,4.4,10,10,42,8,-1,-2,1,Solvent,55,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,WA,60,55,-16,0,87,4.3,6,6,37,6,-1,-1,-2,Solvent,42,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,WA,45,42,-19,0,84,4,6,6,30,5,1,-1,0,Solvent,34,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,WA,37,34,-16,0,81,3.9,4,4,26,4,-2,0,-1,Solvent,21,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,WA,23,21,-34,0,79,3.5,6,6,19,2,-1,-4,-3,Solvent,15,1,1,0,1,1,1,1,1,1,1,1,1,1
2006,CA,118,108,2,0,71,4.1,28,25,71,8,-8,11,10,Solvent,86,1,1,1,1,1,1,1,0,1,1,1,1,1
2007,CA,94,86,-17,0,63,4.5,3,3,69,6,-10,-17,-44,Solvent,70,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,CA,77,70,-18,0,65,4.5,1,-13,70,4,-9,-16,-55,Solvent,71,1,1,1,1,1,1,1,0,1,1,1,1,1
2009,CA,81,71,-9,0,63,4.8,-9,-15,72,4,-9,-20,-42,Solvent,58,1,1,1,1,1,1,1,0,1,1,1,1,1
2010,CA,70,58,-21,0,74,4.6,-5,-5,73,3,-2,-17,-42,Solvent,53,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,CA,63,53,-8,0,89,4.2,1,1,73,3,-3,-6,-30,Solvent,47,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,CA,54,47,-12,0,91,4.1,-1,-1,72,3,-2,-5,-18,Solvent,57,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,CA,62,57,21,0,89,4,0,0,73,4,0,-3,3,Solvent,83,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,CA,91,83,32,0,86,3.8,-10,-10,77,5,-3,-2,67,Insolvent,132,1,1,1,1,1,1,0,0,1,1,1,1,0
2015,CA,136,132,218,0,84,3.7,100,12,83,4,-9,-13,56,Insolvent,148,1,1,0,1,1,1,0,1,1,1,1,1,0
2006,NY,114,78,2,0,88,3.9,5,5,71,11,4,10,-4,Solvent,74,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,NY,107,74,6,0,88,3.9,11,11,75,12,1,6,-5,Solvent,60,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,NY,92,60,-10,0,83,3.5,11,11,72,9,-2,-2,-12,Solvent,51,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,NY,79,51,-7,0,82,3.4,10,10,67,7,-2,-3,-9,Solvent,46,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,NY,73,46,0,0,83,3.3,9,9,65,7,-2,-4,-5,Solvent,43,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,NY,68,43,-5,0,90,3.2,4,4,64,6,-2,-6,-7,Solvent,43,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,NY,69,43,-3,0,105,2.8,-4,-4,68,7,-1,-5,-11,Solvent,46,1,1,1,1,0,0,1,1,1,1,1,1,1
2013,NY,71,46,7,0,106,2.3,0,0,68,7,-3,-2,1,Solvent,47,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,NY,71,47,10,0,92,2,7,7,64,6,0,0,13,Solvent,49,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,NY,73,49,8,0,89,2.1,4,4,65,6,-1,-1,8,Solvent,52,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,NY,269,65,2,0,85,4.5,5,5,60,9,3,8,-3,Solvent,63,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,NY,243,63,6,0,85,4.4,9,9,60,10,1,5,-4,Solvent,52,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,NY,196,52,-10,0,80,4.3,9,9,57,8,-2,-2,-10,Solvent,45,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,NY,147,45,-6,0,79,4.2,9,9,54,6,-2,-3,-8,Solvent,42,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,NY,128,42,0,0,79,4.1,8,8,52,6,-1,-4,-5,Solvent,39,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,NY,115,39,-5,0,85,4,4,4,50,6,-2,-5,-6,Solvent,38,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,NY,111,38,-3,0,101,3.6,-2,-2,52,6,-1,-4,-10,Solvent,40,1,1,1,1,0,1,1,1,1,1,1,1,1
2013,NY,123,40,7,0,102,3,2,2,52,6,-2,-2,1,Solvent,42,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,NY,146,42,10,0,89,2.6,5,5,49,6,0,0,11,Solvent,44,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,NY,164,44,8,0,86,2.6,4,4,48,6,-1,-1,7,Solvent,46,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,PA,465,202,189,0,86,4.5,9,9,72,13,-6,-5,0,Insolvent,171,1,1,0,1,1,1,1,1,1,1,1,1,1
2007,PA,353,171,1,0,93,4.5,19,19,64,12,-6,-10,9,Insolvent,173,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,PA,329,173,4,0,94,4.3,4,4,65,12,0,-7,9,Insolvent,260,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,VT,169,43,38,3,86,4.6,8,8,78,11,2,7,-10,Solvent,38,1,1,0,1,1,1,1,1,1,1,1,1,1
2007,VT,172,38,-3,4,77,4.8,8,8,77,14,3,1,-21,Solvent,32,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,VT,156,32,-9,4,76,4.5,7,7,69,11,-2,1,-18,Solvent,39,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,VT,195,39,-11,5,82,4.9,-25,-25,82,14,-2,-7,-29,Solvent,29,1,1,1,1,1,1,0,0,1,1,1,1,1
2010,VT,154,29,-19,4,82,4.7,7,7,76,11,-9,-11,-31,Solvent,26,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,VT,101,26,-4,2,73,4.4,10,10,68,8,-8,-16,-13,Solvent,17,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,VT,77,17,-26,1,64,4.1,9,9,57,4,-7,-18,-20,Solvent,17,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,VT,75,17,1,1,63,4,6,6,54,5,-1,-12,-7,Solvent,10,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,VT,11,10,-18,1,86,2.4,13,13,46,2,-3,-6,11,Solvent,12,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,VT,16,12,9,0,79,2.4,-8,-8,49,1,-3,-7,3,Solvent,14,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,CO,14,14,-30,0,0,2.5,30,30,27,0,-21,-43,-20,Solvent,10,1,1,1,1,1,0,1,0,1,1,1,1,1
2007,CO,10,10,-43,0,0,4,-19,-19,31,0,-8,-32,-26,Solvent,5,1,1,0,1,1,1,0,0,1,1,1,1,1
2008,CO,5,5,-45,0,0,4.2,16,16,19,0,-17,-19,0,Solvent,0,1,1,0,1,1,1,1,1,1,1,1,1,1
2009,CO,0,0,-100,0,0,1.9,-10,-10,12,0,-6,-23,0,Solvent,0,1,1,0,1,1,0,0,0,1,1,1,1,1
2015,CO,67,67,999,0,47,0.1,200,-71,69,9,0,0,0,Solvent,71,1,1,0,1,1,0,0,0,1,1,1,1,1
2006,IN,205,202,111,0,75,16.4,71,14,74,7,-3,-16,-3,Insolvent,196,1,1,0,1,1,0,0,1,1,1,1,1,1
2007,IN,200,196,-13,0,78,7.2,-11,-11,72,7,-5,-8,-5,Insolvent,211,1,1,1,1,1,0,0,0,1,1,1,1,1
2008,IN,215,211,3,0,86,4.7,-4,-4,72,8,-3,-7,4,Insolvent,207,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,IN,222,207,-12,0,88,4.5,-10,-10,74,8,-5,-9,-4,Insolvent,178,1,1,1,1,1,1,0,0,1,1,1,1,1
2010,IN,194,178,-5,0,86,5,10,10,69,7,-15,-15,-14,Insolvent,196,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,IN,215,196,12,0,85,3.9,2,2,69,10,-16,-26,-8,Insolvent,202,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,IN,221,202,14,0,90,3.8,11,6,67,7,-1,-19,3,Insolvent,204,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,IN,219,204,16,0,97,3.1,15,5,69,4,2,-3,3,Insolvent,197,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,IN,211,197,7,0,96,2.7,10,10,65,4,1,3,0,Insolvent,198,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,IN,214,198,1,0,93,2.5,1,1,64,4,-3,0,-4,Insolvent,208,1,1,1,1,1,0,1,1,1,1,1,1,1
2009,RI,0,0,0,0,999,4.1,-1,-1,38,0,6,19,0,Solvent,0,1,1,1,1,0,1,1,1,1,1,1,1,1
2012,NE,1,1,999,0,0,2.5,2,2,32,0,3,43,0,Solvent,3,1,1,0,1,1,0,1,1,1,1,1,0,1
2013,NE,3,3,448,0,156,2.7,4,4,24,1,3,3,0,Solvent,0,1,1,0,1,0,0,1,1,1,1,1,1,1
2014,NE,0,0,-33,0,103,0.2,4255,-306,7,0,0,3,0,Solvent,0,1,1,0,1,0,0,0,0,1,1,1,1,1
2015,NE,0,0,-56,0,0,2.4,4,4,8,0,0,0,0,Solvent,3,1,1,0,1,1,0,1,1,1,1,1,1,1
2006,NH,127,114,1,0,100,4.1,10,10,106,3,-3,-1,-20,Insolvent,106,1,1,1,1,0,1,1,1,0,1,1,1,1
2007,NH,118,106,13,0,91,8.4,22,22,95,3,-3,-9,0,Insolvent,103,1,1,1,1,1,0,1,1,1,1,1,1,1
2008,NH,113,103,11,0,80,7.4,14,14,89,2,-4,-9,12,Insolvent,116,1,1,1,1,1,0,1,1,1,1,1,1,1
2009,NH,124,116,4,0,83,7.4,-8,-13,95,2,-6,-10,6,Insolvent,114,1,1,1,1,1,0,1,0,1,1,1,1,1
2010,NH,127,114,12,1,86,6.5,13,13,102,3,-7,-16,-10,Insolvent,136,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,NH,149,136,20,1,87,6.8,0,0,98,5,-4,-11,3,Insolvent,157,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,NH,172,157,4,1,94,5.6,-9,-9,102,5,-2,-7,8,Insolvent,175,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,NH,195,175,7,1,101,5.6,-4,-4,106,6,4,-1,-5,Insolvent,151,1,1,1,1,0,1,1,1,0,1,1,1,1
2014,NH,167,151,4,1,96,4.9,20,20,96,5,2,10,4,Insolvent,142,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,NH,156,142,5,1,92,4.6,12,12,93,4,1,7,3,Insolvent,139,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,NH,125,79,-1,3,97,3,14,-9,81,19,0,-3,-57,Solvent,69,1,1,1,1,1,0,1,1,1,1,1,1,1
2007,NH,112,69,9,3,87,3.8,25,25,70,14,0,-1,-28,Solvent,62,1,1,1,1,1,1,1,0,1,1,1,1,1
2008,NH,87,62,6,2,58,4.8,18,18,67,11,-1,0,-8,Solvent,61,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,NH,86,61,-9,2,61,3.5,-8,-8,72,11,-8,-10,-24,Solvent,51,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,NH,87,51,-7,3,64,3.1,12,12,68,11,-4,-12,-21,Solvent,42,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,NH,72,42,-8,3,60,3,11,11,63,9,-3,-6,-10,Solvent,46,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,NH,74,46,11,2,65,2.8,2,2,66,11,-4,-7,-8,Solvent,51,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,NH,83,51,14,2,78,3.2,3,3,70,12,-2,-5,-6,Solvent,51,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,NH,80,51,16,2,77,2.5,15,15,66,12,-1,-2,10,Solvent,52,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,NH,81,52,0,2,70,2.4,-2,-2,67,11,-2,-3,10,Solvent,49,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,DE,293,31,-6,0,84,2.4,4,4,92,7,2,5,-7,Solvent,29,1,1,1,1,1,0,1,1,1,1,1,1,1
2007,DE,282,29,7,0,76,3.3,17,17,81,6,9,11,7,Solvent,26,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,DE,194,32,-34,0,76,5.7,-1,-1,87,4,2,-5,-1,Solvent,29,1,1,0,1,1,1,1,1,1,1,1,1,1
2011,DE,147,29,-8,0,80,5.5,3,3,84,4,0,2,-18,Solvent,34,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,DE,191,34,7,0,81,5.2,-10,-10,82,6,0,-1,-14,Solvent,35,1,1,1,1,1,1,0,0,1,1,1,1,1
2013,DE,125,35,13,0,93,1.7,8,8,85,7,-1,-1,0,Solvent,38,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,DE,145,38,3,0,89,3.7,-5,-6,100,7,0,-1,11,Solvent,38,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,DE,164,38,-5,0,76,4,-5,-5,113,11,-2,-2,-2,Solvent,45,1,1,1,1,1,1,1,1,0,1,1,1,1
2006,AL,189,140,7,0,81,5.3,6,6,64,13,-1,-4,0,Insolvent,144,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,AL,196,144,8,0,83,4.3,5,5,64,9,-4,-4,-2,Insolvent,127,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,AL,177,127,-4,0,84,4.1,9,9,57,5,-1,-4,1,Solvent,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,AL,159,0,-119,0,82,1.6,-83,-83,81,2,-2,-2,-73,Solvent,56,1,1,0,1,1,0,0,0,1,1,1,1,1
2010,AL,262,56,999,0,999,1.9,46,46,65,3,-3,-3,-2,Solvent,61,1,1,0,1,0,0,1,0,1,1,1,1,1
2011,AL,272,61,5,0,98,1.3,-4,-4,58,1,-2,-4,25,Solvent,57,1,1,1,1,1,0,1,1,1,1,1,1,0
2012,AL,259,57,-1,0,103,1.2,5,5,51,5,-1,-4,9,Solvent,52,1,1,1,1,0,0,1,1,1,1,1,1,1
2013,AL,233,52,0,0,99,1.7,11,11,42,5,-2,-5,3,Solvent,55,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,AL,237,55,5,0,88,2.4,-2,-2,44,6,-3,-5,0,Solvent,61,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,AL,273,61,3,0,92,2.4,-6,-6,50,7,-1,-3,-1,Solvent,69,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,LA,54,48,3,0,83,4.1,7,7,60,5,-8,-11,-16,Solvent,53,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,LA,58,53,25,0,82,4.7,13,13,61,5,-2,-8,-5,Solvent,47,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,LA,52,47,4,0,73,5.1,18,18,59,4,-5,-5,-1,Solvent,40,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,LA,44,40,-17,0,61,4.5,-2,-2,58,4,-7,-9,-17,Solvent,27,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,LA,29,27,-22,0,68,4.3,18,18,52,2,-2,-6,-20,Solvent,20,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,LA,23,20,-18,0,92,3.8,8,8,50,1,-1,-3,-23,Solvent,20,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,LA,22,20,6,0,92,3.8,6,6,49,2,-3,-4,-9,Solvent,21,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,LA,22,21,11,0,81,3.6,9,9,47,1,-2,-5,0,Solvent,21,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,LA,22,21,12,0,84,3.5,8,8,45,2,-4,-6,3,Solvent,22,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,LA,23,22,6,0,89,3.3,5,5,45,1,-6,-9,1,Solvent,20,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,CT,111,104,11,0,83,4.7,15,15,80,0,1,9,13,Solvent,91,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,CT,97,91,1,0,81,4.9,16,15,79,0,4,6,1,Solvent,87,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,CT,92,87,-1,0,78,6.2,4,7,82,0,-2,2,-7,Insolvent,118,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,CT,125,118,-2,0,73,6.2,-28,-28,93,7,-3,-5,-15,Insolvent,109,1,1,1,1,1,1,0,0,1,1,1,1,1
